PM2.5,PM10,SO2,NO2,O3,TEMP,PRES,DEWP,RAIN,WSPM,CO
52,164,10,60,39,10.5,1018.7,5.3,0,0.1,700
49,162,8,84,8,9.7,1018.9,5.1,0,0.5,800
53,167,7,102,4,8.9,1019,4.9,0,0.4,1000
53,152,8,103,4,8.9,1019.2,4.7,0,0.2,900
52,164,12,100,8,13.2,1019.5,7,0,0.8,1000
53,182,15,84,30,18.2,1019.6,0.8,0,3,800
44,189,11,52,66,19.6,1019.4,-1.5,0,3.8,700
41,187,9,36,87,21.4,1018.8,-2.5,0,3.8,600
33,161,8,28,103,22.7,1018,-2.9,0,3.3,500
43,123,6,25,112,23.9,1016.9,-1.9,0,2.8,500
35,113,6,23,126,24.9,1015.7,-2.7,0,2.9,400
31,134,7,24,137,25.6,1014.6,-3,0,3.5,500
39,141,7,26,144,26,1013.5,-1,0,4.1,500
37,149,7,27,143,26,1012.7,-1,0,4.4,500
42,239,6,33,139,25.5,1012.1,-0.6,0,4.3,500
43,174,9,40,143,24.6,1011.8,0.8,0,4.6,600
54,185,10,45,140,23.5,1011.9,1.7,0,4.4,600
45,161,9,53,113,22.5,1012.3,1.5,0,3.3,600
49,162,10,54,108,21.5,1012.9,2.2,0,2.8,700
48,175,11,68,89,20.8,1012.9,3,0,3.2,700
54,158,11,65,78,19.6,1013,3.3,0,1.8,700
54,152,11,87,49,16.6,1013.3,4,0,0.1,800
65,157,10,116,16,14.1,1013,4.9,0,0.5,1000
67,158,9,122,6,13.2,1012.8,5.6,0,0.5,1100
72,172,9,135,3,11.9,1012.5,5.3,0,0.3,1200
83,188,8,129,3,11.1,1012.6,5.6,0,0.5,1200
85,182,9,123,3,10.2,1012.6,5.4,0,1.2,1100
83,153,10,120,4,10.3,1012.6,4.6,0,0.6,1000
74,171,11,110,6,15.2,1012.6,5.9,0,0,1000
78,195,12,115,11,18.1,1012.9,3.2,0,1.8,1100
140,184,10,120,20,21.4,1012.7,3.6,0,1,1100
NA,163,9,93,56,23.4,1012.6,2.8,0,1.2,800
NA,162,9,105,73,25.4,1011.7,2.1,0,2.2,1000
NA,179,10,99,109,27.4,1010.8,3.1,0,1.8,1000
NA,187,11,104,128,29.5,1009.7,2.7,0,2.5,900
NA,142,11,54,188,30.8,1008.6,1.2,0,3,700
111,141,8,32,185,31.9,1007.3,1.1,0,3,500
40,92,7,29,189,31.2,1006.5,0.5,0,3.6,500
31,99,9,29,170,30.8,1006,0.2,0,5.2,500
50,140,19,32,177,29.9,1005.9,3,0,5.3,600
57,168,34,40,181,28.7,1006.1,4.2,0,5.4,700
76,207,43,49,180,27.6,1006.6,8,0,4.7,800
106,222,39,56,171,26.9,1006.9,9.7,0,5.6,1100
95,193,37,49,163,26.1,1006.8,9.9,0,4.8,1400
87,180,32,38,150,25.2,1006.8,10.3,0,5.4,1200
91,182,30,39,127,24,1006.7,11.3,0,3.5,1000
92,167,28,41,109,22.9,1006.4,11.9,0,2.6,900
97,164,25,41,95,20.9,1006.1,12.1,0,1.9,900
100,160,23,46,81,20.4,1006.4,12.4,0,1.4,900
105,156,20,54,54,16.9,1006.3,12.2,0,0.2,900
113,151,13,55,45,15.4,1006.5,12.2,0,1.4,1000
117,149,7,72,18,14.7,1007.1,11.7,0,0.1,1100
117,173,10,104,4,17.7,1007.7,11,0,0.7,1300
125,198,16,129,7,20.3,1008,11.8,0,0.8,1500
144,249,23,134,22,22.7,1007.9,12,0,0.8,1400
158,265,26,128,48,24.9,1007.7,13.4,0,1.7,1400
166,240,30,76,120,27,1007.1,12.2,0,1.9,1200
162,216,34,62,170,28.3,1006.2,11.8,0,2.5,1100
146,232,33,41,211,29,1005.3,12,0,3.3,1000
124,180,28,29,228,30.1,1004.4,12.1,0,3.2,1000
105,105,25,25,243,31,1003.1,8.7,0,3.1,900
84,150,25,27,228,30.5,1002.4,8.2,0,4.6,900
85,149,32,30,220,30.1,1002,9.6,0,4,900
83,145,35,30,226,29.1,1002.1,9.2,0,4.2,1000
73,188,22,32,206,28.2,1002.5,11.3,0,5.4,800
72,188,16,36,177,27.2,1003.1,11.2,0,3.7,700
58,171,10,35,142,26,1003.6,9.3,0,4.4,600
46,154,11,38,120,24.9,1003.8,9.6,0,4.5,600
47,133,10,40,109,24.1,1003.3,9.7,0,3.1,600
49,118,9,43,98,23,1003.2,10.4,0,2.9,600
55,133,8,42,89,22,1002.5,11.7,0,2,600
59,122,9,41,85,21.3,1002.3,11.9,0,2.1,700
67,116,10,37,90,20.8,1002.4,12.2,0,1.5,700
70,107,10,36,88,20.3,1002,12.3,0,1.5,700
75,99,10,34,83,18.5,1002.1,11.8,0,1.3,800
80,102,12,38,78,17.2,1002.2,11.9,0,1.5,1000
86,124,13,97,19,18.8,1002.5,12.3,0,1,1200
101,157,16,100,23,20.6,1002.5,12,0,1.7,1300
107,154,21,73,60,22,1002.8,12,0,0.8,1200
118,171,21,64,83,22.9,1002.6,12.5,0,1.7,1200
123,176,24,51,113,25.1,1001.8,13.9,0,1.8,1200
118,175,26,36,152,26,1000.9,14.1,0,1.6,1000
119,161,25,30,191,26.5,1000,13.6,0,2.4,1100
113,156,25,26,209,26.5,999.2,13.6,0,2.4,1100
NA,168,25,31,226,26.7,998,13.8,0,2.6,1200
142,159,26,40,218,27.5,996.7,12.7,0,4.4,1100
98,155,25,38,210,27,998.3,12.6,0,4.2,1100
104,257,9,55,138,21.5,999.5,16.5,3.5,2.9,1000
57,57,3,59,79,21.5,998.6,15.6,0.2,1.6,800
46,46,2,94,37,20.3,999.5,15.9,0,1.2,1000
78,106,3,117,19,19.5,1000.6,13.7,0,1.2,1100
50,50,2,52,69,18,1001.3,13.5,0,1.4,600
46,49,2,56,55,17.3,1001.5,13.6,0,1,700
52,53,2,67,38,17,1002,12.5,0,1.8,600
48,48,2,65,39,17.3,1002.3,11.3,0,3.5,600
27,27,4,33,73,17,1002.1,11.5,0,1.9,600
32,34,5,37,72,17.1,1002.5,11.4,0,1.3,800
30,36,7,36,65,17,1003.1,11.3,0,1.6,800
27,49,6,44,54,16.7,1003.8,11.4,0,1.5,700
36,53,6,41,54,17.2,1004.7,11.7,0,2,600
38,62,6,50,44,17.5,1005.9,12.2,0,1.4,700
40,62,8,57,41,18.8,1006.6,12.1,0,1.1,800
45,60,12,44,72,19.8,1007.4,11.3,0,1.9,900
51,96,13,43,80,21.6,1008.1,11.3,0,1.6,800
NA,86,12,30,105,22.1,1008.3,10.9,0,2.2,700
NA,61,10,32,105,21.1,1008.4,11.7,0,2.5,600
41,58,8,37,92,22.9,1008.3,10.7,0,1.7,600
44,51,8,28,124,23.4,1008,10.4,0,1.3,600
42,55,8,25,142,24.2,1007.5,10.8,0,1.3,600
44,56,7,28,147,24.5,1006.8,10.7,0,1.7,600
48,65,7,29,154,24.6,1006.8,10.1,0,1.3,600
45,57,6,32,152,24.2,1006.8,9.7,0,0.6,600
36,58,6,33,156,23,1007.6,10.1,0,0.6,600
41,72,6,54,125,21.4,1008.3,10.5,0,1,800
48,85,6,71,100,21.2,1009,10.7,0,1.1,900
60,114,8,97,64,20.4,1009.4,12.4,0,1.8,1300
90,151,14,88,44,19.6,1010,12.6,0,1.4,1700
104,119,17,72,41,18.5,1010.6,12.5,0,1.2,1700
104,104,16,68,35,17.7,1010.6,12.2,0,1.1,1700
106,106,15,69,26,16.6,1010.6,12.3,0,0.7,1700
112,112,12,77,12,15.3,1010.6,12.4,0,1.2,1700
114,114,9,73,7,14.6,1010.3,12.5,0,1.4,1800
114,114,7,81,2,14.6,1010.3,12.3,0,0.9,1900
112,112,6,78,2,13.9,1010.7,12.3,0,0.6,1800
118,118,8,74,4,16.1,1011,13.6,0,1,1800
130,130,17,81,15,18.3,1011.2,12.7,0,0.8,2100
139,147,20,89,31,19.8,1011,12.5,0,0.9,2100
154,180,19,107,41,21.2,1010.7,13.4,0,1.3,2200
161,177,19,104,78,22.5,1010.4,13,0,1.1,2200
148,148,19,65,136,24.1,1009.3,13,0,2.4,1600
124,135,16,37,185,25.2,1008.3,13.1,0,2.5,1300
111,111,14,28,204,25.8,1007.4,13.6,0,2.9,1200
117,126,14,30,215,26.6,1006.5,13.3,0,3.2,1400
114,125,15,30,216,26.4,1005.9,13.5,0,3.1,1400
111,138,15,32,210,26.2,1005.6,14,0,3.1,1200
110,121,15,39,184,25.6,1005.5,13.4,0,2.4,1100
117,149,14,41,184,24.6,1005.6,13.8,0,2.2,1100
121,142,13,46,167,24,1006,14.1,0,2.3,1000
119,132,12,52,144,23.7,1006.7,13.8,0,3.2,1100
109,112,10,52,131,23.2,1006.6,13.9,0,2.7,1100
104,109,8,50,118,22.6,1006.6,13.9,0,2.9,1000
104,104,7,50,106,21.7,1006.8,13.8,0,2.2,1100
103,103,7,48,98,21.5,1006.8,13.9,0,2.3,1100
103,103,7,47,85,20.5,1006.8,13.9,0,1.1,1100
106,106,6,50,65,19.1,1007.1,13.9,0,1.1,1000
105,105,6,47,54,18.5,1007.3,13.8,0,1,1000
106,106,5,67,33,16.9,1007.2,13.8,0,1.1,1100
107,107,4,81,16,16.7,1007.7,13.8,0,0.9,1300
111,115,6,86,6,18.6,1008,14.1,0,1.4,1700
136,149,14,102,4,20.2,1008.5,14.6,0,1.1,1900
145,164,17,90,30,21.4,1008.5,14.8,0,1.1,1600
153,180,20,73,68,23.2,1008.6,15,0,1.2,1500
171,195,28,70,105,24.6,1008.3,15.2,0,2.1,1400
152,154,28,43,168,26.4,1007.4,15.1,0,1.9,1300
109,109,20,23,209,27.6,1006.8,13.2,0,3.5,900
99,102,18,22,220,28.3,1005.8,12.2,0,3.5,800
89,96,12,22,225,28.9,1004.7,11.9,0,3.5,800
73,96,9,24,226,29.3,1004.2,11.4,0,2.9,700
71,107,9,25,226,29.2,1003.7,11.3,0,2.3,700
63,90,8,32,208,28.7,1003.7,10.8,0,3.5,600
65,104,7,40,186,27.7,1003.9,10.8,0,2.2,700
68,128,7,55,158,26.9,1004.6,11.8,0,1.9,800
90,168,13,64,146,24.8,1005.4,13.4,0,3.2,1100
185,250,40,69,151,23.7,1005.3,13.6,0,2.9,1800
219,260,43,73,129,22.4,1005.5,14,0,2.1,1800
236,259,39,74,104,21.4,1005.8,14.1,0,1.9,2100
253,260,32,84,71,20.6,1005.6,14,0,1.3,2200
257,257,24,89,44,19.8,1004.8,13.9,0,1.5,2000
248,248,26,81,41,18.5,1004.6,14,0,1.5,1800
206,206,23,71,33,18.6,1004.3,13.2,0,0.9,1600
171,171,17,82,14,17.9,1004,13.2,0,0.7,1400
155,155,16,86,5,17.9,1004.4,13,0,1.7,1400
156,156,19,78,8,18.3,1004.6,13.2,0,1.4,1600
166,166,25,84,14,19.3,1004.7,13.5,0,2.4,1700
184,194,28,87,31,21.2,1004.6,14.4,0,1.3,1800
188,223,27,85,59,22.8,1004.7,14.6,0,0.9,1600
185,207,26,68,112,24.8,1004.1,15.1,0,1.5,1500
162,176,20,45,154,25.2,1003.5,14.9,0,2.4,1200
183,183,17,67,92,21.4,1004.2,12.8,0,6.9,1400
80,83,4,20,78,19,1005.2,10.3,0,5.4,600
50,50,2,21,68,17.5,1005.3,10.4,0,5.2,600
42,42,2,21,70,16.9,1005.7,10.5,0,4.6,500
30,50,2,21,66,14.5,1005.7,12.5,3.5,3.5,500
31,31,2,24,63,14.8,1006.1,12.7,0.7,2.2,500
27,27,2,24,61,14.6,1006.9,12.3,0.7,2.4,500
29,29,2,32,48,14.4,1006.8,12.6,0.2,1.9,500
34,34,2,40,37,14.7,1007.5,13.1,0.6,1.5,600
34,34,2,33,47,14.6,1007.3,11.9,1,1.7,500
34,34,2,24,57,14.9,1007.3,11.5,0,0.9,500
33,33,2,29,51,14.3,1007.1,12.8,0,1.2,500
34,34,2,47,29,14.6,1006.7,12.5,0,1.1,500
33,33,2,44,26,14.5,1006.5,12.5,0,1.1,500
33,33,2,54,18,14.5,1006.4,12.4,0,1,500
39,39,2,49,25,14.1,1006.3,12,0,1.1,500
35,35,2,46,18,13.6,1006.2,11.8,0,0.8,500
38,38,2,43,18,13.5,1006.8,11.7,0,1,500
39,42,2,41,18,14.7,1007.1,12,0,1.2,500
44,46,2,43,25,16.5,1007.7,11.6,0,1.5,500
48,58,3,42,32,18.3,1007.7,10.4,0,2,600
51,64,6,29,58,19.6,1007.9,10.6,0,1.5,600
49,87,7,23,77,20.7,1007.3,11.1,0,1.4,600
56,91,5,23,96,22.4,1006.7,11.5,0,2,600
40,85,3,18,131,22.6,1005.9,11.6,0,2.9,500
37,43,2,15,149,23.9,1005.1,11.9,0,2.1,400
37,58,2,19,160,24,1004.2,12,0,2.4,500
44,64,2,17,166,24,1003.7,11.7,0,2.8,500
51,76,2,19,168,23.7,1004.1,12.3,0,1.9,600
49,73,2,26,159,22.7,1003.4,12.3,0,3.5,700
58,79,2,30,142,22.2,1004.4,12.4,0,4.1,600
46,73,2,31,127,21.4,1003.6,13.1,0,2.1,500
52,87,2,32,119,20.6,1004.9,13.3,0,1.2,600
52,52,2,40,105,21,1005.4,11.9,0,2.4,600
52,96,2,37,102,19.8,1005.4,13,0,2.1,600
55,81,2,46,80,18.7,1005.5,13.3,0,0.9,600
73,101,2,90,26,18.2,1006.1,13.7,0,1.2,1000
116,133,2,82,17,17,1006.4,13.9,0,1.4,1400
131,132,2,83,5,16.3,1006.9,13.8,0,1.2,1500
132,132,2,72,17,15.5,1007.2,13.5,0,1.2,1500
96,96,3,29,61,18.8,1007.4,-7.6,0,3.3,700
79,344,2,14,78,18.5,1008.6,-8.7,0,3.8,200
72,329,2,19,73,18.2,1009.4,-7.3,0,3.2,300
45,215,3,18,76,18.8,1009.9,-6.1,0,3.7,300
32,138,2,17,80,19.6,1010.4,-5.4,0,4.1,300
22,103,2,19,83,20.4,1010.6,-3.3,0,3.9,300
22,96,3,17,86,21.1,1010.7,-4.2,0,3.7,300
21,58,3,14,95,21.9,1010.2,-2.8,0,5.7,300
22,64,2,13,106,22.5,1010.1,-4.6,0,4.6,300
10,16,2,13,110,23.1,1009.7,-6.9,0,6.3,300
17,49,2,15,108,22.5,1009.1,-9.5,0,8.2,300
10,57,2,17,108,22.4,1009.6,-7.4,0,7.1,300
15,61,2,18,108,21.9,1009.6,-8.8,0,7.2,300
8,27,2,20,102,21.3,1009.9,-9.3,0,4.4,300
9,19,2,22,97,20.2,1010.4,-11.3,0,2.8,300
9,13,2,27,92,19.1,1011.2,-10,0,1.4,300
6,39,2,29,83,17.9,1012.1,-9.1,0,1.7,300
14,54,2,40,63,17.7,1012.9,-7.7,0,2.5,400
11,57,2,30,70,15.9,1013.1,-5.8,0,0.8,300
12,38,2,43,56,13.3,1013.7,-3.1,0,0.7,300
10,17,2,50,46,15.7,1013.9,-9.3,0,2.2,300
9,16,2,26,68,15.7,1014.1,-10.9,0,3.8,200
9,66,2,21,66,15.3,1014.6,-12.1,0,3.4,200
5,30,2,15,75,14.7,1014.5,-14.5,0,2.8,200
6,29,2,10,77,14,1014.7,-15,0,2.9,200
7,36,2,12,75,13.5,1015.4,-13.5,0,1.6,200
9,38,2,23,62,15.2,1015.5,-9.7,0,1.3,200
11,46,2,26,61,15.8,1015.2,-11.7,0,2.2,300
7,31,4,18,70,17.6,1014.6,-9.4,0,1.7,300
8,46,4,20,70,18.6,1014.3,-10.4,0,1.9,300
9,39,3,22,74,20.2,1013,-9.1,0,2.4,300
14,40,2,19,86,21.2,1011.6,-8.4,0,4.4,300
14,47,2,16,96,21.7,1010.3,-7,0,4.3,300
10,43,2,14,108,22.7,1009.1,-6.2,0,4.6,300
16,63,2,15,113,22.9,1008,-5.1,0,4.8,300
20,77,4,18,111,22.6,1006.8,-3.7,0,5,300
24,91,10,22,119,22.6,1006.2,-0.9,0,5.1,300
65,65,6,26,121,22,1005.2,-1.4,0,5.5,400
34,100,9,28,131,21.3,1004.9,-0.7,0,4.7,400
55,167,18,34,136,20.4,1005.1,2.7,0,5.4,600
66,153,15,37,118,19.6,1005.2,2.9,0,5.8,600
52,105,13,34,111,19.2,1004.7,2.9,0,5.8,600
49,89,12,33,104,18.5,1004.2,2.7,0,4.6,600
45,79,15,33,97,18.6,1003,3.2,0,5,600
45,74,17,28,94,18.3,1002.1,3.7,0,3.7,500
43,81,18,28,87,17.5,1001.3,4.1,0,3.2,500
44,83,19,32,76,16.4,1000.6,4.4,0,2.4,500
50,93,19,32,68,14,1000,4.6,0,0.5,500
53,93,17,38,57,11.9,1001,5.5,0,0.3,600
50,128,12,71,23,13.1,1001.8,5.3,0,3.1,700
68,115,13,82,13,13.7,1002.3,5.3,0,1.1,800
68,116,19,73,25,16,1001.4,5.6,0,1.2,900
65,113,20,62,47,18.9,1001,5.7,0,0.5,800
59,109,16,45,76,20.8,1000.8,3.9,0,1.6,700
56,117,13,48,82,21.8,1000.8,2.5,0,1.7,600
50,119,11,41,93,23.3,1000.3,1.6,0,1.6,600
46,126,10,35,105,25,999.9,2.4,0,1,500
47,152,9,33,136,25.8,999.4,2.5,0,1.6,500
45,137,8,40,112,26.8,998.8,1.2,0,1.8,600
31,32,4,20,110,27.5,998.5,-6.9,0,5.1,300
20,76,2,16,105,26.7,998.9,-7.5,0,3.8,200
15,47,2,19,100,25.6,999.3,-8.3,0,3.8,300
12,53,2,35,83,24.5,1000.1,-7.9,0,3.3,300
13,50,2,47,68,22.8,1001.5,-7.1,0,0.9,400
12,63,2,55,56,21.6,1002.6,-6.2,0,1.2,400
13,44,2,51,57,20.6,1003.5,-7.9,0,1.6,400
10,39,2,41,65,20.2,1004.4,-7.3,0,2.1,300
16,58,2,42,59,19,1005,-7.4,0,1.5,300
11,18,2,27,72,18.6,1005.6,-10.4,0,2.6,300
8,46,2,27,69,16.3,1006.1,-8.8,0,1.6,200
6,38,2,23,72,16.1,1006.6,-10.6,0,2,200
12,53,2,20,70,15.3,1007.2,-10.4,0,2.1,200
14,44,2,20,71,14.1,1007.5,-10.6,0,1.7,200
12,49,2,20,72,13.7,1007.7,-8.9,0,1.2,200
10,52,2,30,60,15.4,1007.9,-6.9,0,1.7,200
8,33,2,25,67,17.2,1008.1,-8.9,0,1.8,300
7,27,2,20,76,18.5,1008.3,-10.5,0,2.7,200
10,30,2,16,86,19.5,1008.5,-10.7,0,1.9,200
6,44,2,18,90,19.9,1008.1,-10.4,0,1.9,300
NA,48,2,17,101,21,1007.9,-10.6,0,2.5,300
54,54,2,15,107,20.9,1007.1,-8.6,0,3.2,300
17,54,2,16,118,21,1007.1,-8.5,0,2.7,300
12,57,2,17,115,21.1,1006.7,-7.5,0,2.6,300
18,62,5,22,106,21,1006.4,-3.5,0,3.7,500
27,177,8,34,79,19.7,1006.9,-3.9,0,3.2,600
49,116,6,32,75,19.2,1006.2,-6.5,0,2.9,500
54,125,6,41,65,18.3,1006.1,-7.2,0,2.4,500
45,120,7,49,54,17.6,1007.2,-5.7,0,2,400
45,125,9,64,37,17,1008.3,-4.9,0,1.3,500
41,133,10,76,23,16.4,1008.3,-4.3,0,1.4,500
43,138,9,88,11,16.3,1008.2,-4.3,0,1.1,600
50,126,9,78,19,16.4,1007.8,-4.8,0,1.4,700
45,128,8,56,37,14.6,1007.1,-1.9,0,1,600
44,158,6,46,49,14.7,1006.9,-3.6,0,3.6,500
31,127,3,26,76,13.7,1006.8,-0.7,0,1.4,400
24,109,4,27,72,12.4,1006.8,0.8,0,1,400
24,77,3,30,64,10.4,1006.6,1.7,0,0.4,400
23,116,2,47,40,10.1,1007,2.9,0,0.9,500
52,78,4,58,38,14,1007.6,3.2,0,0.7,600
36,96,6,62,39,15.4,1008,2.2,0,1.7,800
42,116,7,58,43,17,1007.8,1,0,1.6,800
45,137,6,58,52,18.9,1007.6,0.5,0,1.4,900
48,128,7,59,61,21,1007.2,0.2,0,1.9,900
52,110,7,55,75,22.4,1006.5,0.2,0,1.6,800
45,99,5,41,94,23.4,1005.7,-0.9,0,2.9,700
46,140,5,38,108,23.9,1005.3,-1.1,0,2.5,600
50,160,5,28,138,24.1,1004.9,2.3,0,3.4,600
49,146,5,24,146,23.8,1004.4,4.2,0,4.1,600
NA,109,5,22,144,23.3,1004.8,3.2,0,5.3,500
46,102,6,25,125,22.6,1005.2,2.6,0,5,500
65,135,7,30,121,21.9,1005.6,5.7,0,4.2,600
58,117,9,34,124,21.7,1006.6,5.6,0,4,700
53,120,17,32,120,20.8,1007.2,7.4,0,1.7,700
60,137,17,39,105,19.9,1007.6,2.3,0,1.9,700
56,56,3,26,79,18.5,1007.7,-0.9,0,1.6,400
18,43,2,33,65,15.9,1007.3,0.4,0,0,400
16,46,2,47,48,14.8,1006.4,2,0,0.9,400
18,49,2,57,38,14.4,1006.2,2.3,0,0.8,400
20,55,2,66,26,13.2,1006,3.8,0,0.2,300
23,45,2,53,33,13.2,1005.4,2.7,0,0.9,300
18,33,2,60,31,12.1,1004.8,3.6,0,0,300
18,53,2,64,23,12.3,1004.5,4.3,0,1.1,400
29,101,5,79,8,14.9,1004.7,4.3,0,1.3,600
56,150,13,86,11,16.5,1005.1,6,0,1.6,900
58,129,15,81,17,17.4,1005.4,5,0,2,1000
86,149,19,73,35,18.8,1005.8,7.2,0,2.4,1000
75,152,21,66,56,20.6,1005.3,7.2,0,2.5,1100
80,127,22,38,102,20.8,1004.5,6.7,0,4.4,1200
64,95,19,29,115,21.8,1003.9,5.2,0,2.9,1100
44,83,12,20,125,22.3,1003.2,5.2,0,4.6,800
34,54,8,15,130,23,1002.8,5,0,3.4,600
28,29,5,16,130,23.7,1002.6,4.1,0,3.5,400
27,86,5,22,128,23.3,1003.2,5.7,0,3.6,500
72,222,17,33,143,21.3,1004.2,8.9,0,3.3,1300
90,149,21,39,124,20.1,1005.7,8.7,0,3.7,1800
80,134,20,44,103,19.2,1007.1,9.1,0,3.7,1800
76,122,22,46,93,18.4,1008.6,10.2,0,3.5,1800
108,148,15,39,81,17.2,1009.7,10.3,0,3.3,1700
106,106,13,31,78,15.7,1010.7,9.1,0,2.5,1600
80,80,10,29,65,14.8,1011.5,8.1,0,2.7,1200
69,74,12,36,46,13.8,1012.3,8.4,0,2.1,1300
53,53,13,34,42,13.5,1012.8,6.6,0,2.3,1400
50,50,14,35,38,13.3,1013,5.4,0,2,1400
40,40,13,31,44,12.9,1013.1,5.1,0,1.8,1200
36,36,11,30,46,12.6,1012.8,4.8,0,1.6,1100
36,40,11,33,40,12.6,1013.1,4.8,0,0.7,1200
NA,NA,11,41,32,12.8,1013.1,3.4,0,1.4,2400
NA,39,12,37,41,13.1,1013.6,3.5,0,1,3000
25,45,12,42,35,13.3,1013.8,3.4,0,1.5,3100
36,53,14,40,41,13.8,1014.2,3.3,0,1,3000
33,71,15,43,40,14.1,1014.3,3.5,0,0.7,3100
42,51,13,38,46,13.9,1014.4,-0.6,0,3.8,2900
14,45,2,14,78,12.1,1014.4,3.6,0.6,2.8,2300
19,19,3,20,72,12.8,1014,2,0,3.1,2400
16,22,2,22,70,12.9,1014,3.8,0,2.6,2400
23,64,2,30,62,12.9,1013.7,5.6,0,1.3,2500
26,26,3,27,68,13.2,1013.3,3.3,0,1.7,2500
22,23,3,25,72,13.2,1013.3,3.3,0,1.3,2500
22,48,3,30,66,12.6,1012.9,3.3,0,1.6,2600
30,48,3,37,52,11.9,1013.3,4.1,0,1.1,2600
37,48,3,50,37,11.6,1013.8,5,0,1.1,2700
36,39,4,59,30,12.1,1013.7,4.6,0,1.1,2800
42,47,5,57,30,12.1,1013.7,3.6,0,1.1,2800
34,39,7,48,36,11.9,1013.2,4.6,0,1.2,2800
34,34,7,44,38,12.4,1012.7,4.4,0,0.4,2700
28,40,10,39,43,12.2,1012.7,4.9,0,0.7,2700
33,39,11,44,38,12.1,1012.2,4.3,0,1,2800
32,55,11,44,25,12.2,1012.1,3.7,0,0.9,2900
31,55,11,71,10,11.9,1011.4,5.3,0,1.2,3000
NA,NA,12,67,12,12,1011.8,4,0,1.3,2900
NA,27,12,52,28,12.1,1012,2.8,0,1,2600
32,65,12,54,25,12,1012.2,3.5,0,1.5,2600
43,66,15,50,36,11.6,1012.5,2.9,0,2.6,2700
32,94,7,37,55,9,1012.2,6.3,0.1,2.1,2700
36,49,2,37,45,8.2,1012.1,6.7,0.8,2.1,2800
45,54,2,52,30,8.6,1011.8,7.8,1.1,1.8,3500
44,50,2,48,34,8.6,1011.4,7.7,3,1.8,3300
44,44,3,54,33,8.9,1011.7,7.8,5.2,2.6,3500
40,40,3,56,30,8.9,1011,7.8,3.7,1.8,3700
42,42,3,48,37,8.8,1009.7,8,3.5,2,3400
34,34,3,46,39,9,1010,8.1,3.2,2.3,3300
29,29,2,47,38,8.8,1009.6,7.9,3.9,1.5,3300
25,25,2,41,41,9,1009.7,8.2,2.1,1.3,3300
28,28,2,42,36,9.1,1009.9,8.2,0.8,1.5,3400
35,35,2,42,36,9.2,1010.2,8.3,0,1.1,3300
33,33,2,49,26,9.7,1011,8.1,0,3,3400
32,32,2,53,24,9.8,1010.2,7.6,0,1.2,3300
40,40,2,60,11,9.9,1009.4,7.3,0,1.2,3400
37,37,2,59,10,9.3,1009.2,8.1,0,0.3,3400
39,39,2,59,8,9.2,1008.4,8,0,0.8,3300
32,32,2,51,11,9.7,1008,7.6,0,1.6,3300
40,40,2,42,18,9.7,1008,7.6,0,2.1,3200
32,32,2,35,20,9.1,1007.2,7.4,0,0.5,3000
28,28,2,41,15,9.3,1006.9,7.2,0,1.3,2900
29,29,2,46,13,10.2,1007,7.3,0,2.4,2900
37,37,2,50,12,10.8,1006.3,7.5,0,2.7,3000
43,43,4,48,19,12,1005.7,7.1,0,2.9,3000
41,41,4,53,22,13.1,1005.5,6.4,0,2.3,NA
42,42,5,47,41,15.2,1004.4,5.9,0,2.1,1100
34,34,4,38,64,17,1002.7,5,0,2.6,900
42,42,3,29,84,18.1,1001.6,3.9,0,3.1,800
35,35,2,22,88,17.9,1000.8,3,0,5.1,600
28,28,2,16,97,18.5,999.3,3.1,0,4.5,500
29,39,2,23,97,17.9,998.6,4.1,0,4.3,600
20,20,2,18,93,17.5,998.4,3.4,0,1.9,500
18,18,2,17,91,17.6,998,1.1,0,3.3,600
19,19,2,24,81,16.3,998.1,0.8,0,2.1,600
13,19,2,29,70,15.9,998,1.2,0,2.6,600
16,16,2,33,66,15.2,997.9,1,0,1.7,700
14,14,2,43,57,15.5,997.1,0.9,0,2.5,700
15,34,2,59,40,14.7,996.4,2.2,0,2.2,800
15,20,3,50,52,14.9,995.7,1.7,0,3.6,700
12,12,2,20,92,14.9,994.8,2.7,0,3.9,500
11,13,2,18,94,14.3,993.9,2.8,0,4.4,500
7,11,2,22,89,13.6,993.1,3.4,0,1.7,300
14,19,2,26,75,12.8,992.5,4,0,0.9,300
8,13,2,32,68,10.9,991.8,4.8,0,0.7,300
9,31,2,48,40,11.4,992.1,6.1,0,1.2,400
12,23,2,57,33,12.5,992.3,6.5,0,0.5,400
15,15,3,62,37,15.7,992.6,3.8,0,3.6,500
17,39,2,23,98,18.1,992.7,2.8,0,3.7,300
12,30,2,15,106,18.9,992.5,2.7,0,2.4,200
20,40,2,14,109,20.9,992,3.6,0,2.4,200
22,25,2,16,116,22.5,991.3,4.5,0,1.6,300
26,30,2,20,115,23.1,990.3,2.5,0,1.4,300
25,25,2,31,109,24.3,989.6,3.6,0,1.4,400
28,71,2,40,112,24.6,988.6,3.8,0,2.7,400
28,31,2,46,109,26.7,987.9,4.4,0,3.3,400
36,64,2,48,108,27.4,987.8,3.1,0,1.9,400
26,91,2,57,93,26.6,987.8,3.8,0,1.3,500
32,76,2,88,61,24.2,988.1,7.3,0,0.7,700
45,130,2,154,11,20.1,988.5,7.5,0,0.5,1000
53,153,2,154,8,17.3,989.1,9.7,0,0.3,1300
